123,,,"The dunes and steppes of Athas are home to thousands of tribes of nomadic Elves. While each tribe is very different culturally,the Elves within them remain a race of long-limbed sprinters given to theft, raiding, and warfare. 
An Athasian Elf stands between 6 1/2 and 7 1/2 feet tall. They are slender, lean, and generally in terrific physical condition. Thier features are deeply etched into their weather-toughened face, and their skin made rugged by the windblown sands and baking sun of the wilderness."
124,,,"Elves often take up adventuring out of wanderlust, but those that persist in adventuring generally do so out of desire for profit, glory, revenge, or out of loyalty to traveling companions who have won their friendship. You love to boast of your accomplishments or have your deeds woven into song, so you often hoard keepsakes from a memorable raids; you even quilt pieces of stolen clothing into your cloaks. Little pleases you as much as to flaunt a stolen item in front of its original owner. Elven custom dictates that the victim should acknowledge the accomplishment by congratulating the thief on his possession of such an attractive item. Those who fail to show you such gallantry are considered poor sports."
125,,,"Dwarf"
126,,,"dwarf"
127,,,"Dwarves"
128,,,"Dwarves are short, but extremely powerful. Athasian dwarves average 4 1/2 to 5 feet in height and tend to have very large muscle mass. Full grown Dwarves weigh in the neighborhood of 200 pounds and have been known to live up to 250 years. Lives of hard work in the hot sun leaves them with a rich, tan, rugged hide, and calloused hands and feet."
129,,,"A Dwarf's chief love is toil. You are never happier than when there is a cause to work or fight for, something you can approach with stoic single-mindedness for weeks, months, years, or even decades at a time. Once your mind is committed to a certain task, you'll only set it aside after a great deal of grumbling and coercion. The fulfillment you achieve upon completion of a lenghty, difficult task is what you strive for."
130,,,"Halfling"
131,,,"halfling"
132,,,"Halflings"
133,,,"Beyond the Ringing Mountains are jungles that flourish in rains that never reach the tablelands or the Sea of Silt. There, life is abundant and the foliage thick and untamed. The undisputed rulers of these jungles are the Halflings. A Halfling is very short humanoid, standing no more than 3 1/2 feet in height, and weighs 50 to 60 pounds. Halflings are muscled and proportioned like humans, but they have the faces of wise beautiful children. Halflings live to be as much as 120 years old, but once they reach adulthood, their features never succumb to the years, its very difficult for an outsider to determine a given halfling's age."
134,,,"Exploring the Tablelands gives you the opportunity to learn other customs. Although you at first have difficulty in understanding the numerous practices of the races of the Tablelands, your natural curiosity enables you to learn and interact with others."
135,,,"Human"
136,,,"human"
137,,,"Humans"
138,,,"Humans are the predominant race on Athas. An average human male stands between 6 and 6 1/2 feet tall and weighs 180 to 200 pounds. A human female is somewhat smaller averaging between 5 1/2 to 6 feet in height and weighing between 100 and 140 pounds. The color of skin, eyes, and hair vary widely. On Athas, centuries of abusive magic have not only scarred the landscape, they've twisted the essence of human apperance as well. Thier facial features might be slightly bizarre, a large chin or nose, pointed ears, no facial hair, etc. Thier coloration might be subtly different, such as coppery or golden brown hues of grey or patchy skin. The differences may also be more physical, such as webbed toes or fingers, longer or shorter limbs, etc. "
139,,,"Humans in Athas are generally tolerant of other races. Being one, you can easily adapt to situations involving Elves or Dwarves, and even more exotic races such as the Half-giants and the Thri-kreen. When other, less tolerant races come into contant with one another, you often find yourself having to serve as a diplomatic buffer."
140,,,"Pterran"
141,,,"pterran"
142,,,"Pterrans"
143,,,"In the Hinterlands, beyond the Ringing Mountains, dwell the Pterrans, a race that resemble the Pterrax that soar above the seemingly endless wastes of Athas. Pterran weigh between 180 and 220 pounds and stand 5 to 6 ft 5 tall, with no distinction between male and female. The language of the Pterrans is a collection of vocal sounds, which are combined with clicks and taps made with claws. As a result, other races on Athas find it hard to speak this language, so Pterrans often have to speak the common language albeit with a remarked accent."
144,,,"You set off on your adventure because you believe the recent earthquake and disturbing events are signs from the Earth Mother that you should get more involved in the planet’s affairs. You also believe that these recent upheavals of nature are signs that the Earth Mother needs help, and this is a call you will gladly accept."
145,,,"Aarakocra"
146,,,"aarakocra"
147,,,"Aarakocras"
148,,,"Aarakocra are the most commonly encountered bird people of the Tablelands. Some are from Winter Nest in the White Mountains near Kurn, while others are from smaller tribes scattered in the Ringing Mountains and elsewhere. These freedom-loving creatures rarely leave their homes high in the mountains, but sometimes, either as young wanderers or cautious adventurers, they venture into he inhabited regions of the Tablelands."
149,,,"You have always had a taste for the unknown. Usually curious, and strong-minded, you wish to experience the lives of the land-bound peoples."
150,,,"Tarek"
151,,,"tarek"
152,,,"Tareks"
153,,,"Created by a primordial lord of earth to battle defilers, tareks are the epitome of Athas' toughness and savageness. They dwell in the hilly and mountainous areas of the Tablelands battling all who encroach on their territory. Tarek earth shamans bolster their peoples' strength with the blessings of stone. With strong ties to Earth, some tareks leave their tribes to pursue a more civilized life amongst Athas other inhabitants."
154,,,"You were brought to the civilized world against your wishes as a slave to be used as brute force labor and ultimately sent to the arenas as a gladiator. Being freed from slavery, you decided that you will continue with the civilized life, preferably adventuring or joining a slave tribe - a lifestyle that is reminiscent of your tribal roots."
200,,,"Psionicist"
201,,,"Psionicists"
202,,,"psionicist"
203,,,"More than a character of any other class, the psionicist is self-contained.  Unlike the fighter and thief, he needs no weapons or tools to practice his art.  Unlike the priest, he needs no deity.  Unlike the wizard, he relies on no outside energies.  His power comes from within, and he alone gives it shape.
The psionicist strives to unite every aspect of his self into a single, powerful whole.  He looks inward to the essence of his own being, and gains control of his subconscious.  Through extraordinary discipline, contemplation, and self-awareness, he unlocks the full potential of his mind.


- Hit Die: d6
- Proficiencies: Simple, Rogue, and Druid Weapons, Light Armor Proficiency
- Skill Points: 4 + Int Modifier.

REQUIREMENTS:

Alignment: Any non-chaotic.
Race: All

ABILITIES:

Due to his extreme mental conditioning, at first level the psionicist gains Arcane Defense: Enchantment.  With each level, the psionicist gains access to new powers and abilities.  Many powers have prerequisites which must be known before they can be taken.  The ocean of options is vast.  Choose wisely."
204,,,"Psionic: Detonate"
205,,,"Power Score: Con -3
Cost: 18
Discipline: Psychokinesis
Range: Medium
Area of Effect: 1 object
Duration: Instantaneous
Save: Reflex: Half 
Prerequisites: Molecular Agitation
Required For: None

Some psionicists can make a bush self-destruct, or cause a zombie to explode.  With the detonate power, latent energy inside inanimate objects can be harnessed, focused, and released explosively.  The power even works against undead.  However, it has no effect on animals of any sort, including intelligent creatures such as humans.  The detonation violently destroys the target object.  All those within 10 feet suffer 1d10 points of damage from the explosion, though a reflex save reduces this to half.
"
206,,,"Psionic: Disintegrate"
207,,,"Power Score: Con -6
Cost: 40
Discipline: Psychokinesis
Range: Medium
Area of Effect: 1 object
Duration: Instantaneous
Save: Fortitude: Special
Prerequisites: Molecular Agitation
Required For: None

The disintegrate power reduces an item or creature to microscopic pieces and scatters them.  If the target is a living creature, it must make a saving throw to resist disintegration.  If the save fails, the creature is disintegrated; utterly and irrevocably destroyed.  If it succeeds, the creature must make another saving throw or suffer 1d6 points of damage per 2 levels of the psionicist.  If this second save is successful, the target suffers half damage.
"
208,,,"Psionic: Project Force"
209,,,"Power Score: Con -2
Cost: 10
Discipline: Psychokinesis
Range: Medium
Area of Effect: 1 object
Duration: Instantaneous
Save: Reflex: Negates
Prerequisites: Telekinesis
Required For: None

Some psionicists can push, shove, or otherwise bully an opponent from afar Project force allows the psionicist to focus a psychokinetic “punch” against a distant target.  If used against a creature they can be knocked down by the impact.  This rather unsubtle blow can be used to throw levels, or open unlocked doors and chests.  Indeed, even some locks can be overcome by powerful psionicists.
"
210,,,"Psionic: Telekinesis"
211,,,"Power Score: Wis -3
Cost: 8
Discipline: Psychokinesis
Range: Medium
Area of Effect: 1 object
Duration: Instantaneous or 4 rounds + 1 round / 2 levels
Save: Reflex: Negates
Prerequisites: None
Required For: Molecular Agitation, Project Force, Ballistic Attack, Inertial Barrier, Megakinesis

Telekinesis is the ability to move objects through space without touching them.  Small, unowned items can be snatched from the ground.  Unlocked doors and chests can be opened or closed.  Even an angry creature can be stopped in its tracks.  Note though, that this does not impair their abilities in any way other than to make them unable to move.
"
212,,,"Psionic: Animate Shadow"
213,,,"Power Score: Wis -3
Cost: 16
Discipline: Psychokinesis
Range: Short
Area of Effect: 1 shadow
Duration: 1 day
Save: None
Prerequisites: None
Required For: None

With this power, the psionicist can animate the shadow cast by anyone and make it seem to have a life of its own.  It is even imbued with some semblance of sentience, and will follow its creator tirelessly.
"
214,,,"Psionic: Ballistic Attack"
215,,,"Power Score: Con -2
Cost: 5
Discipline: Psychokinesis
Range: Long
Area of Effect: 1 object
Duration: Instantaneous
Save: None
Prerequisites: Telekinesis
Required For: None

This power can make any psionicist a “David” when he’s facing “Goliath.”  It’s a special variation of the telekinesis power.  Instead of applying a gentle push to an object, ballistic attack allows the character to hurl small objects at a target.  The small object, usually a rock, can achieve deadly speed.  The missile inflicts 1d6 damage +1 per level
"
216,,,"Psionic: Molecular Agitation"
217,,,"Power Score: Wis
Cost: 19
Discipline: Psychokinesis
Range: Medium
Area of Effect: 1 object
Duration: 4 Rounds
Save: Fortitude: Half
Prerequisites: Telekinesis
Required For: Detonate, Disintegrate

Molecular agitation enables the user to excite the molecules of a substance: paper ignites, wood smolders, skin blisters, etc.  In the first round 1 point of damage per 2 levels is suffered. Skin becomes red and tender, wood becomes dark, readily flammable materials ignite.  In the second round, 1d4 damage per 2 levels is suffered.  Skin blisters, wood smolders and smokes, metal becomes hot to the touch, paint shrivels.  In the third and fourth rounds, 1d6 damage per 2 levels is suffered.  Skin burns away, wood ignites, steel grows soft.  In all cases a successful save reduces the damage to half.
"
218,,,"Psionic: Complete Healing"
219,,,"Power Score: Con 
Cost: 30
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: Instantaneous
Save: None
Prerequisites: Adrenaline Control, Cell Adjustment
Required For: None

The psionicist who has mastered this power can heal himself of all wounds in a very short period of time.  He places himself in a deep trance, so deep that it cannot be broken prematurely once entered.  As he uses this power his body is repairing itself at an incredible rate.  At the end of the trance, he awakens, restored to full health.
"
220,,,"Psionic: Death Field"
221,,,"Power Score: Con -6
Cost: 40
Discipline: Psychometabolism
Range: 0
Area of Effect: 10 m. radius
Duration: 1 round / level
Save: Fortitude: Half
Prerequisites: Life Draining
Required For: None

A death field is a life-sapping region of negative energy.  A successful death field takes its toll on everyone inside it, including the psionicist.  Upon initiating the power, he sacrifices half of his hit points.  If the power works, the loss is inevitable; he gets no saving throw.  Every other living thing in the field must make a fortitude saving throw against negative energy or suffer 1d6 damage per 2 levels of the psionicist, to a maximum of 10d6.  Even those who save suffer half damage.
"
222,,,"Psionic: Life Draining"
223,,,"Power Score: Con -3
Cost: 9
Discipline: Psychometabolism
Range: Touch
Area of Effect: 1 Creature
Duration: Instantaneous
Save: Fortitude: Negates
Prerequisites: None
Required For: Death Field

With this power, a psionicist can drain hit points from another character and use them to recover his own.  The rate is 1d6 plus 1 point per level.  A successful saving throw prevents the transfer.  Note that channeling life energy from the undead could have disastrous results.
"
224,,,"Psionic: Metamorphosis"
225,,,"Power Score: Con -6
Cost: 25
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 1 turn / 2 levels
Save: None
Prerequisites: Cell Adjustment
Required For: Transformation

This power resembles polymorphing.  The psionicist can change himself into things with roughly the same mass as his body.  Options include: bear, umber hulk, giant spider, and troll.
"
226,,,"Psionic: Displacement"
227,,,"Power Score: Con -3
Cost: 12
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 1 turn / level
Save: None
Prerequisites: Chameleon Power
Required For: None

This power resembles the displacer beast’s natural ability to make himself appear to be up to 3 feet from his actual location.  The psionicist gains 50% concealment, making him very difficult to attack.
"
228,,,"Psionic: Adrenaline Control"
229,,,"Power Score: Con -2
Cost: 12
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 1 turn / level
Save: None
Prerequisites: None
Required For: Complete Healing, Accelerate, Crisis of Life

By controlling the production and release of adrenaline in his system, the psionicist can give himself a temporary physical boost on demand.  When he increases his adrenaline, the character gains 1d4 points in his strength, dexterity, and constitution scores.
"
230,,,"Psionic: Biofeedback"
231,,,"Power Score: Con -2
Cost: 10
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 1 turn / level
Save: None
Prerequisites: None
Required For: None

Biofeedback is the ability to control the flow of blood through one’s own body.  This power has two key effects.  First, the psionicist can easily copntrol bleeding.  As a result, he suffers five fewer points of damage from any physical attack against him.  Second, by flooding key portions of his body with blood, the psionicist effectively cushions blows against  him and reduces their effect.  The character’s armor class is improved by one.
"
232,,,"Psionic: Cell Adjustment"
233,,,"Power Score: Con -3
Cost: 12
Discipline: Psychometabolism
Range: Touch
Area of Effect: 1 Creature
Duration: Instantaneous
Save: None
Prerequisites: None
Required For: Complete Healing, Metamorphosis, Ectoplasmic Form, Regenerate, Chemical Simulation 

Cell adjustment allows the psionicist to heal any sort of wound or disease.  1d8 points plus 2 points per level are healed and any diseases are removed by the touch of a hand.  
"
234,,,"Psionic: Chameleon Power"
235,,,"Power Score: Con -1
Cost: 10
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 1 turn / level
Save: None
Prerequisites: None
Required For: Displacement 

The psionicist using this power actually changes the coloration of his skin, clothing, and equipment to match his background.  In effect, it makes him very difficult to spot, providing a 10 point bonus to hide and move silently checks.
"
236,,,"Psionic: Ectoplasmic Form"
237,,,"Power Score: Con -4
Cost: 18
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 5 rounds + 1 round / level
Save: None
Prerequisites: Cell Adjustment
Required For: None

With this power a psionicist converts himself to ectoplasm.  He becomes insubstantial, ghostlike, and able to walk through creatures as if they didn’t exist.  He is beyond the sensory range of most creatures.
"
238,,,"Psionic: Enhanced Strength"
239,,,"Power Score: Wis -1
Cost: Varies
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 1 turn / level
Save: None
Prerequisites: None
Required For: Strength of the Land

A psionicist can increase his physical strength score up to a maximum of 18 through use of this power.  The cost is the difference between his current strength and 18. 
"
240,,,"Psionic: Flesh Armor"
241,,,"Power Score: Con -2
Cost: 12
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 1 turn / level
Save: None
Prerequisites: None
Required For: None

The psionicist transforms his own skin into armor.  He gains 2 AC +1 per 2 levels to a maximum of 7.  Because this armor is part of his body, the psionicist can enjoy its benefits without suffering any penalty he might have if he were actually wearing armor.
"
242,,,"Psionic: Lend Health"
243,,,"Power Score: Con -1
Cost: 5
Discipline: Psychometabolism
Range: Touch
Area of Effect: 1 Creature
Duration: Instantaneous
Save: None
Prerequisites: None
Required For: None

Lend health is a power of healing.  The psionicist can transfer a percentage of his own hit points to someone else he is touching.  He can transfer 10%, 25%, 50%, or 80% of his hit points in a single round.
"
244,,,"Psionic: Regenerate"
245,,,"Power Score: Con -4
Cost: 24
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 1 turn / level
Save: None
Prerequisites: Cell Adjustment
Required For: None

With this power the psionicist can repair injuries much faster than natural healing.  He regenerates 2 hit points every round for the duration of the power.
"
246,,,"Psionic: Accelerate"
247,,,"Power Score: Con -2
Cost: 20
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 1 round / level
Save: None
Prerequisites: Adrenaline Control
Required For: None

Some psionicists are able to drastically alter their own metabolisms, doubling their speed for short periods of time.  A character using accelerate is effectively hasted for the power’s duration.
"
248,,,"Psionic: Cause Sleep"
249,,,"Power Score: Wis -2
Cost: 11
Discipline: Psychometabolism
Range: Medium
Area of Effect: 1 Creature
Duration: 3 rounds +1 round / 2 levels
Save: Will: Negates
Prerequisites: None
Required For: None

A psionicist with this power can cause other people to fall asleep by manipulating their natural rhythms.  The victim receives a will save versus mind spells to avoid the effect.  If the victim fails the saving throw, he remains asleep until awakened by injury or until the duration expires.
"
250,,,"Psionic: Photosynthesis"
251,,,"Power Score: Con
Cost: 11
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 1 round / level
Save: None
Prerequisites: None
Required For: None

A psionicist can gain energy and rejuvination from the energy of the sun by using this power.  As long as he is outdoors and the sun is out, he will heal 3 hit points every half round for as long as the power lasts.
"
252,,,"Psionic: Strength of the Land"
253,,,"Power Score: Con -2
Cost: 18
Discipline: Psychometabolism
Range: 0
Area of Effect: Personal
Duration: 1 turn / 2 levels
Save: None
Prerequisites: Enhanced Strength
Required For: None

This power lets the psionicist tap into the strength of the land itself.  This grants the user a +3 bonus to attack and damage rolls, as well as 25 bonus hit points, and +5 to spell resistance.
"
254,,,"Psionic: Banishment"
255,,,"Power Score: Int -1
Cost: 25
Discipline: Psychoportation
Range: Short
Area of Effect: 1 Object
Duration: 1 round +1 round / 2 levels
Save: Reflex: Negates
Prerequisites: Dimension Door
Required For: None

With this power, the psionicist can teleport a creature against its will to a pocket dimension and hold it there.  The pocket dimension is a featureless area with a benign environment – it may be hot or cold, dark or light, but not so much that it will cause injury.  Banishment has a boomerang feature.  At the end of the duration, the banished creature automatically returns to its original location.
"
256,,,"Psionic: Summon Planar Creature"
257,,,"Power Score: Int -4
Cost: 15 
Discipline: Psychoportation
Range: Short
Area of Effect: 1 Creature
Duration: 1 Day
Save: None
Prerequisites: Dimension Door
Required For: None

This power allows the psionicist to reach into another plane, grab whatever he happens to find there, and teleport it to his own plane.
"
258,,,"Psionic: Summon Planar Energy"
259,,,"Power Score: Int
Cost: 16
Discipline: Psychoportation
Range: Medium
Area of Effect: Varies
Duration: Varies
Save: Varies
Prerequisites: Dimension Door
Required For: None

A character with this ability can summon energy from the inner planes and use it to attack his enemies.  Some planes are more useful than others for this purpose.
Fire opens a portal to the elemental plane of fire itself, scorching everything within 12 feet for 3d8 points of damage (reflex save for half).  Negative energy inflicts 3d12 points of damage on a single target that then must make a fortitude save or also be drained of 1 level.  Positive energy inflicts 3d12 points of damage to a single target.  If it is used against undead they take double damage.  Salt creates a 10-foot radius area of utter dehydration.  It inflicts 4d4 points of damage (save for half) on all creatures within who must also make a reflex save or lose 4 points of strength.  Water fills the lungs of one target with water.  They begin to drown and will die within 4 rounds if they fail a saving throw at the beginning of each round."
260,,,"Psionic: Dimension Door"
261,,,"Power Score: Wis -1
Cost: 6
Discipline: Psychoportation
Range: Long
Area of Effect: Personal
Duration: Instantaneous
Save: None
Prerequisites: None
Required For: Banishment, Summon Planar Creature, Summon Planar Energy, Teleport, Convocation

With dimension door, the psionicist temporarily bends spatial dimensions to allow him to move from one location to another nearly instantaneously.
"
262,,,"Psionic: Time Shift"
263,,,"Power Score: Int
Cost: 16
Discipline: Psychoportation
Range: 0
Area of Effect: Personal
Duration: 3 Rounds
Save: None
Prerequisites: None
Required For: Stasis Field

Time shifting allows the psionicist to travel up to three rounds into the future and observe things until time catches up with him.  From an outside perspective he ceases to exist for up to three rounds at which point he suddenly reappears.
"
264,,,"Psionic: Domination"
265,,,"Power Score: Wis -4
Cost: 14
Discipline: Telepathy
Range: Medium
Area of Effect: 1 Creature
Duration: 3 rounds + 1 round / level
Save: Will: Negates
Prerequisites: Attraction
Required For: Mass Domination

With domination, a psionicist can project signals from his own mind into the mind of one other creature.  As a result, the subject is forced to do nearly anything the psionicist wishes.
"
266,,,"Psionic: Contact"
267,,,"Power Score: Wis
Cost: 3
Discipline: Telepathy
Range: Long
Area of Effect: 1 Creature
Duration: 4 rounds +2 rounds / level
Save: None*
Prerequisites: None
Required For: Mind Wipe, Hallucinations, Daydream, Inflict Pain, Sensory Suppression, Mind Thrust, Ego Whip, Id Insinuation, Psychic Crush, Psychic Drain, Psychic Surgery, Mass Contact

Contact is just what the name implies, contact between the minds of the psionicist and another creature.  It does not allow communication, it merely represents the opening of the target's mind.  For the duration of the power, all of the target's will saves against mind attacks are reduced by one for every two levels of the psionicist.  Only psionicists receive a saving throw."
268,,,"Psionic: Mind Wipe"
269,,,"Power Score: Int -6
Cost: 16
Discipline: Telepathy
Range: Touch
Area of Effect: 1 Creature
Duration: Instantaneous
Save: Fortitude: Negates
Prerequisites: Contact
Required For: None

Mind wiping is a crude form of psychic surgery that affects the subject’s IQ.  Like a temporary lobotomy, the psionicist seals off portions of the subject’s mind.  This has the effect of reducing the target’s intelligence and wisdom scores by 2 as well as lowering their level by 2.
"
270,,,"Psionic: Mass Domination"
271,,,"Power Score: Wis -6
Cost: 36
Discipline: Telepathy
Range: Medium
Area of Effect: 12-foot radius
Duration: 1 round / level
Save: Will: Negates
Prerequisites: Domination
Required For: None

This power is exactly like domination except the psionicist can control up to three creatures simultaneously.
"
272,,,"Psionic: Hallucination"
273,,,"Power Score: Int -3
Cost: 20
Discipline: Telepathy
Range: Long
Area of Effect: 1 Creature
Duration: Instantaneous
Save: Will
Prerequisites: Contact
Required For: None

This power allows the psionicist to project visions or images into the victim’s mind.  The psionicist attacks the victim with hallucinatory monsters, forcing him to make a will save or die.  Even those that save suffer 3d6 points of damage.
"
274,,,"Psionic: Attraction"
275,,,"Power Score: Wis -4
Cost: 12
Discipline: Telepathy
Range: Long
Area of Effect: 1 Creature
Duration: 1 round +1 round / level
Save: Will: Negates
Prerequisites: None
Required For: Domination, Aversion

This power creates an overwhelming attraction to the psionicist in his target.  A victim of this power will regard the psionicist as a trusted friend and ally.
"
276,,,"Psionic: Aversion"
277,,,"Power Score: Wis -4
Cost: 12
Discipline: Telepathy
Range: Long
Area of Effect: 1 Creature
Duration: 2 rounds +1 round / level
Save: Will: Negates
Prerequisites: Attraction
Required For: None

The victim of this power is overcome by an aversion to the psionicist.  He will do everything he can to avoid him.
"
278,,,"Psionic: Daydream"
279,,,"Power Score: Wis
Cost: 9
Discipline: Telepathy
Range: Long
Area of Effect: 1 Creature
Duration: 4 rounds +1 round / level
Save: Will: Negates
Prerequisites: Contact
Required For: None

By using this power, the psionicist causes someone’s mind to wander.  Once affected, the daydreamer pays little attention to his surroundings, and may act unpredictably.
"
280,,,"Psionic: Inflict Pain"
281,,,"Power Score: Con -4
Cost: 8
Discipline: Telepathy
Range: Touch
Area of Effect: 1 Creature
Duration: 2 rounds +1 round / 2 levels
Save: Fortitude: Negates
Prerequisites: Contact
Required For: None

This particularly nasty form of torture causes no actual harm to the subject, but causes excruciating pain.  The victim finds it hard to concentrate, suffering a –4 penalty to attack and damage rolls as well as –4 to AC.
"
282,,,"Psionic: Sensory Suppression"
283,,,"Power Score: Int -2
Cost: 8
Discipline: Telepathy
Range: Long
Area of Effect: 1 Creature
Duration: 2 rounds +1 round / 2 levels
Save: Will: Negates
Prerequisites: Contact
Required For: None

This power allows the psionicist to temporarily blind and deafen an opponent by interfering with the brain’s reception of sensory information.
"
284,,,"Psionic: Suppress Fear"
285,,,"Power Score: Wis
Cost: 5
Discipline: Telepathy
Range: Short
Area of Effect: 1 Creature
Duration: 3 rounds +1 round / level
Save: None
Prerequisites: None
Required For: None

A psionicist can use this power to inhibit the sensation of fear in his target.  This has the effecting of removing all fear effects currently affecting the target, as well as rendering them immune to such effects for the duration.
"
286,,,"Psionic: Mind Thrust"
287,,,"Power Score: Wis -2
Cost: 2
Discipline: Telepathy
Range: Medium
Area of Effect: 1 Creature
Duration: 1 round +1 round / 2 levels
Save: Will: Negates
Prerequisites: Contact
Required For: Psionic Blast*, Psychic Blade*

Mind thrust is a mental stabbing attack which seeks to short the synapses of the victim.  If it is successful, the target is unable to cast any spells until his mind recovers.
"
288,,,"Psionic: Ego Whip"
289,,,"Power Score: Wis -3
Cost: 4
Discipline: Telepathy
Range: Medium
Area of Effect: 1 Creature
Duration: 1 round +1 round / 2 levels
Save: Will: Negates
Prerequisites: Contact
Required For: Psionic Blast*, Psychic Blade*

This power assaults the victim’s ego, leaving him with feelings of inferiority and worthlessness.  For the duration, he suffers a five point penalty to all skill checks, saving throws, and attack rolls.
"
290,,,"Psionic: Id Insinuation"
291,,,"Power Score: Wis -4
Cost: 5
Discipline: Telepathy
Range: Long
Area of Effect: 1 Creature
Duration: 4 rounds
Save: Will: Negates
Prerequisites: Contact
Required For: Mind Blast, Psionic Blast*, Psychic Blade*

With this power, the psionicist seeks to unleash the uncontrolled subconscious of the defender, pitting it against his superego.  The attack leaves the victim in a state of moral uproar, unable to perform any action.
"
292,,,"Psionic: Psionic Blast"
293,,,"Power Score: Wis -5
Cost: 10
Discipline: Telepathy
Range: Medium
Area of Effect: 1 Creature
Duration: 1 round +1 round / 2 levels
Save: Will: Negates
Prerequisites: One of (Ego Whip, Id Insinuation, Mind Thrust, or Psychic Crush)
Required For: Ultrablast

Psionic Blast is a wave of brain force which can jolt a subject’s mind like shocking news.  If the target fails to make his saving throw he loses 20% of his current hit points.  His mind is so impaired, in fact, that he is effectively slowed for the duration.
"
294,,,"Psionic: Psychic Crush"
295,,,"Power Score: Wis -4
Cost: 7
Discipline: Telepathy
Range: Medium
Area of Effect: 1 Creature
Duration: 1 round +1 round / 2 levels
Save: Will: Negates
Prerequisites: Contact
Required For: Psionic Blast*, Psychic Blade*

Psychic crush is a massive assault upon all neurons of the victim's brain.  If he fails his saving throw, he finds it nearly impossible to focus on a task; suffering a 65% failure chance on all attacks and spell casting attempts."
296,,,"Psionic: Intellect Fortress"
297,,,"Power Score: Wis -3
Cost: 4
Discipline: Telepathy
Range: 0
Area of Effect: 12-foot radius
Duration: 1 turn / level
Save: None
Prerequisites: None
Required For: Tower of Iron Will*

Intellect fortress calls forth the powers of the ego and superego to stop attacks on the mind.  Unlike most telepathic defenses, it has a radius beyond the psionicist’s mind, offering protection to all friendly minds within that radius.  All affected creatures gain a +1 to their saving throws versus mind spells for every two levels of the psionicist.
"
298,,,"Psionic: Mental Barrier"
299,,,"Power Score: Wis -2
Cost: 3
Discipline: Telepathy
Range: 0
Area of Effect: Personal
Duration: 1 turn / level
Save: None
Prerequisites: None
Required For: Tower of Iron Will*

Mental barrier is a carefully built wall of thought repetition which exposes only one small portion of the mind at a time.  While under the effects of this power, the psionicist may add his level to all will saving throws.
"
300,,,"Psionic: Mind Blank"
301,,,"Power Score: Wis
Cost: 0
Discipline: Telepathy
Range: 0
Area of Effect: Personal
Duration: 1 turn / level
Save: None
Prerequisites: None
Required For: Tower of Iron Will*

Mind blank attempts to hide the psionicist’s mind from attack, making its parts unidentifiable.  This renders him effectively immune to attempts to charm or dominate him.
"
